run,tag,step,value,wall_time,event_file
lstm-v2,evaluation/bleu,16,22.570579528808594,1776809951.3221345,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,17,22.909629821777344,1776810950.0812516,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,18,23.174196243286133,1776811940.6304903,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,19,23.203948974609375,1776812929.0983417,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,20,23.875797271728516,1776813919.3740966,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,21,24.168521881103516,1776814909.9096782,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,22,23.747940063476562,1776815897.7728379,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,23,24.619510650634766,1776816898.7260807,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,24,24.756614685058594,1776817900.8503063,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,25,24.79319190979004,1776818893.7571638,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,26,25.10010528564453,1776819895.1094694,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,27,24.95330810546875,1776820874.4261842,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,28,25.163131713867188,1776821876.9231567,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,29,25.42810821533203,1776822862.3482778,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,30,25.833518981933594,1776823869.9660418,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,31,25.487173080444336,1776824859.1316597,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,32,25.710193634033203,1776825850.4039586,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,33,26.12700843811035,1776826840.480472,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,34,26.21302032470703,1776827844.0778985,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,35,25.908458709716797,1776828826.3234344,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,36,26.02644920349121,1776829827.2419508,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,37,26.30633544921875,1776830824.5842402,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,38,26.28401756286621,1776831810.5501442,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,39,26.251680374145508,1776832804.414919,events.out.tfevents.1776794059.41d7b82d1494.35124.1
lstm-v2,evaluation/bleu,40,26.180233001708984,1776833791.0226648,events.out.tfevents.1776794059.41d7b82d1494.35124.1
mamba-decoder-v1,evaluation/bleu,1,0.040552280843257904,1777336308.0277722,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,2,0.8730726838111877,1777336559.2419264,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,3,2.071436882019043,1777336805.672832,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,4,3.2672228813171387,1777337052.1801815,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,5,4.833693981170654,1777337292.3831034,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,6,6.048398971557617,1777337535.554733,events.out.tfevents.1777336048.432cbf08976a.26362.1
