model,run,tag,step,value
Transformer,transformer-v2,train/loss,15700,3.2701215744018555
Transformer,transformer-v2,train/loss,15800,3.0083730220794678
Transformer,transformer-v2,train/loss,15900,2.900282382965088
Transformer,transformer-v2,train/loss,16000,3.0133309364318848
Transformer,transformer-v2,train/loss,16100,3.2660279273986816
Transformer,transformer-v2,train/loss,16200,2.9199812412261963
Transformer,transformer-v2,train/loss,16300,2.915644645690918
Transformer,transformer-v2,train/loss,16400,2.9508466720581055
Transformer,transformer-v2,train/loss,16500,2.9215261936187744
Transformer,transformer-v2,train/loss,16600,2.8271164894104004
Transformer,transformer-v2,train/loss,16700,3.090524911880493
Transformer,transformer-v2,train/loss,16800,2.9305648803710938
Transformer,transformer-v2,train/loss,16900,2.8874707221984863
Transformer,transformer-v2,train/loss,17000,2.867940902709961
Transformer,transformer-v2,train/loss,17100,3.121520519256592
Transformer,transformer-v2,train/loss,17200,2.9691169261932373
Transformer,transformer-v2,train/loss,17300,2.963796377182007
Transformer,transformer-v2,train/loss,17400,3.0634961128234863
Transformer,transformer-v2,train/loss,17500,2.8337903022766113
Transformer,transformer-v2,train/loss,17600,2.8931124210357666
Transformer,transformer-v2,train/loss,17700,2.92167329788208
Transformer,transformer-v2,train/loss,17800,2.7424135208129883
Transformer,transformer-v2,train/loss,17900,2.9600884914398193
Transformer,transformer-v2,train/loss,18000,2.8263113498687744
Transformer,transformer-v2,train/loss,18100,2.787461519241333
Transformer,transformer-v2,train/loss,18200,2.852125406265259
Transformer,transformer-v2,train/loss,18300,2.9239959716796875
Transformer,transformer-v2,train/loss,18400,2.863769054412842
Transformer,transformer-v2,train/loss,18500,3.2935190200805664
Transformer,transformer-v2,train/loss,18600,2.8195571899414062
Transformer,transformer-v2,train/loss,18700,2.8205764293670654
Transformer,transformer-v2,train/loss,18800,2.906203269958496
Transformer,transformer-v2,train/loss,18900,2.9062423706054688
Transformer,transformer-v2,train/loss,19000,2.9264588356018066
Transformer,transformer-v2,train/loss,19100,2.991596221923828
Transformer,transformer-v2,train/loss,19200,2.8394742012023926
Transformer,transformer-v2,train/loss,19300,2.9767823219299316
Transformer,transformer-v2,train/loss,19400,2.8166933059692383
Transformer,transformer-v2,train/loss,19500,2.8191192150115967
Transformer,transformer-v2,train/loss,19600,2.8975324630737305
Transformer,transformer-v2,train/loss,19700,2.7776668071746826
Transformer,transformer-v2,train/loss,19800,2.964585304260254
Transformer,transformer-v2,train/loss,19900,2.7787814140319824
Transformer,transformer-v2,train/loss,20000,2.8458290100097656
Transformer,transformer-v2,train/loss,20100,2.7846338748931885
Transformer,transformer-v2,train/loss,20200,2.8410444259643555
Transformer,transformer-v2,train/loss,20300,2.840280532836914
Transformer,transformer-v2,train/loss,20400,2.8965799808502197
Transformer,transformer-v2,train/loss,20500,2.7466630935668945
Transformer,transformer-v2,train/loss,20600,2.8187661170959473
Transformer,transformer-v2,train/loss,20700,2.8563055992126465
Transformer,transformer-v2,train/loss,20800,2.7231292724609375
Transformer,transformer-v2,train/loss,20900,2.7455880641937256
Transformer,transformer-v2,train/loss,21000,2.8009753227233887
Transformer,transformer-v2,train/loss,21100,2.871016025543213
Transformer,transformer-v2,train/loss,21200,2.957667350769043
Transformer,transformer-v2,train/loss,21300,2.723510980606079
Transformer,transformer-v2,train/loss,21400,2.7540817260742188
Transformer,transformer-v2,train/loss,21500,2.905038833618164
Transformer,transformer-v2,train/loss,21600,2.8712899684906006
Transformer,transformer-v2,train/loss,21700,2.7480216026306152
Transformer,transformer-v2,train/loss,21800,3.0868961811065674
Transformer,transformer-v2,train/loss,21900,2.795593738555908
Transformer,transformer-v2,train/loss,22000,2.6814796924591064
Transformer,transformer-v2,train/loss,22100,2.7197983264923096
Transformer,transformer-v2,train/loss,22200,2.6829681396484375
Transformer,transformer-v2,train/loss,22300,2.800971746444702
Transformer,transformer-v2,train/loss,22400,2.7875444889068604
Transformer,transformer-v2,train/loss,22500,2.8434958457946777
Transformer,transformer-v2,train/loss,22600,2.808640480041504
Transformer,transformer-v2,train/loss,22700,2.670064926147461
Transformer,transformer-v2,train/loss,22800,2.7620983123779297
Transformer,transformer-v2,train/loss,22900,2.832308292388916
Transformer,transformer-v2,train/loss,23000,2.9043474197387695
Transformer,transformer-v2,train/loss,23100,2.7896018028259277
Transformer,transformer-v2,train/loss,23200,2.90004301071167
Transformer,transformer-v2,train/loss,23300,2.6980972290039062
Transformer,transformer-v2,train/loss,23400,2.7847912311553955
Transformer,transformer-v2,train/loss,23500,2.688734292984009
Transformer,transformer-v2,train/loss,23600,2.7239928245544434
Transformer,transformer-v2,train/loss,23700,2.760118007659912
Transformer,transformer-v2,train/loss,23800,2.6793594360351562
Transformer,transformer-v2,train/loss,23900,2.65974760055542
Transformer,transformer-v2,train/loss,24000,2.818962574005127
Transformer,transformer-v2,train/loss,24100,2.808241128921509
Transformer,transformer-v2,train/loss,24200,2.8212616443634033
Transformer,transformer-v2,train/loss,24300,2.6511831283569336
Transformer,transformer-v2,train/loss,24400,2.7587502002716064
Transformer,transformer-v2,train/loss,24500,2.6633450984954834
Transformer,transformer-v2,train/loss,24600,2.7383687496185303
Transformer,transformer-v2,train/loss,24700,2.7838540077209473
Transformer,transformer-v2,train/loss,24800,2.627751588821411
Transformer,transformer-v2,train/loss,24900,2.7095632553100586
Transformer,transformer-v2,train/loss,25000,2.6370763778686523
Transformer,transformer-v2,train/loss,25100,2.5097737312316895
Transformer,transformer-v2,train/loss,25200,2.7510178089141846
Transformer,transformer-v2,train/loss,25300,2.658421277999878
Transformer,transformer-v2,train/loss,25400,2.857029438018799
Transformer,transformer-v2,train/loss,25500,2.5912909507751465
Transformer,transformer-v2,train/loss,25600,2.8089656829833984
Transformer,transformer-v2,train/loss,25700,2.98093581199646
Transformer,transformer-v2,train/loss,25800,2.635721206665039
Transformer,transformer-v2,train/loss,25900,2.713247060775757
Transformer,transformer-v2,train/loss,26000,2.7369771003723145
Transformer,transformer-v2,train/loss,26100,2.7123637199401855
Transformer,transformer-v2,train/loss,26200,2.676333427429199
Transformer,transformer-v2,train/loss,26300,2.7376091480255127
Transformer,transformer-v2,train/loss,26400,2.807190418243408
Transformer,transformer-v2,train/loss,26500,2.814667224884033
Transformer,transformer-v2,train/loss,26600,2.7402215003967285
Transformer,transformer-v2,train/loss,26700,2.8524580001831055
Transformer,transformer-v2,train/loss,26800,2.556006908416748
Transformer,transformer-v2,train/loss,26900,2.739790201187134
Transformer,transformer-v2,train/loss,27000,2.7721543312072754
Transformer,transformer-v2,train/loss,27100,2.791508436203003
Transformer,transformer-v2,train/loss,27200,2.6567091941833496
Transformer,transformer-v2,train/loss,27300,2.663158416748047
Transformer,transformer-v2,train/loss,27400,2.644038677215576
Transformer,transformer-v2,train/loss,27500,2.6783015727996826
Transformer,transformer-v2,train/loss,27600,2.7652971744537354
Transformer,transformer-v2,train/loss,27700,2.6832709312438965
Transformer,transformer-v2,train/loss,27800,2.739997386932373
Transformer,transformer-v2,train/loss,27900,2.761673927307129
Transformer,transformer-v2,train/loss,28000,2.7289228439331055
Transformer,transformer-v2,train/loss,28100,2.8883347511291504
Transformer,transformer-v2,train/loss,28200,2.6993913650512695
Transformer,transformer-v2,train/loss,28300,2.664361000061035
Transformer,transformer-v2,train/loss,28400,2.671393871307373
Transformer,transformer-v2,train/loss,28500,2.7390952110290527
Transformer,transformer-v2,train/loss,28600,2.781127691268921
Transformer,transformer-v2,train/loss,28700,2.771033763885498
Transformer,transformer-v2,train/loss,28800,2.610473155975342
Transformer,transformer-v2,train/loss,28900,2.814072608947754
Transformer,transformer-v2,train/loss,29000,2.7402377128601074
Transformer,transformer-v2,train/loss,29100,2.7095589637756348
Transformer,transformer-v2,train/loss,29200,2.735184669494629
Transformer,transformer-v2,train/loss,29300,2.7564897537231445
Transformer,transformer-v2,train/loss,29400,2.7444584369659424
Transformer,transformer-v2,train/loss,29500,2.7692861557006836
Transformer,transformer-v2,train/loss,29600,2.7753000259399414
Transformer,transformer-v2,train/loss,29700,2.7104759216308594
Transformer,transformer-v2,train/loss,29800,2.53941011428833
Transformer,transformer-v2,train/loss,29900,2.7347183227539062
Transformer,transformer-v2,train/loss,30000,2.6305623054504395
Transformer,transformer-v2,train/loss,30100,2.756625175476074
Transformer,transformer-v2,train/loss,30200,2.735682964324951
Transformer,transformer-v2,train/loss,30300,2.5860283374786377
Transformer,transformer-v2,train/loss,30400,2.632425546646118
Transformer,transformer-v2,train/loss,30500,2.809171676635742
Transformer,transformer-v2,train/loss,30600,2.6312403678894043
Transformer,transformer-v2,train/loss,30700,2.5389935970306396
Transformer,transformer-v2,train/loss,30800,2.7777960300445557
Transformer,transformer-v2,train/loss,30900,2.766005039215088
Transformer,transformer-v2,train/loss,31000,2.710137367248535
Transformer,transformer-v2,train/loss,31100,2.616872549057007
Transformer,transformer-v2,train/loss,31200,2.657662868499756
Transformer,transformer-v2,train/loss,31300,2.7213211059570312
Transformer,transformer-v2,train/loss,31400,2.6618378162384033
Transformer,transformer-v2,train/loss,31500,2.7784900665283203
Transformer,transformer-v2,train/loss,31600,2.6922104358673096
Transformer,transformer-v2,train/loss,31700,2.804140567779541
Transformer,transformer-v2,train/loss,31800,2.6650242805480957
Transformer,transformer-v2,train/loss,31900,2.7208433151245117
Transformer,transformer-v2,train/loss,32000,2.6752047538757324
Transformer,transformer-v2,train/loss,32100,2.6626596450805664
Transformer,transformer-v2,train/loss,32200,2.4636759757995605
Transformer,transformer-v2,train/loss,32300,2.6544790267944336
Transformer,transformer-v2,train/loss,32400,2.678347110748291
Transformer,transformer-v2,train/loss,32500,2.6686620712280273
Transformer,transformer-v2,train/loss,32600,2.6220717430114746
Transformer,transformer-v2,train/loss,32700,2.786869525909424
Transformer,transformer-v2,train/loss,32800,2.6702041625976562
Transformer,transformer-v2,train/loss,32900,2.7245888710021973
Transformer,transformer-v2,train/loss,33000,2.6671671867370605
Transformer,transformer-v2,train/loss,33100,2.60482120513916
Transformer,transformer-v2,train/loss,33200,2.6353249549865723
Transformer,transformer-v2,train/loss,33300,2.6541848182678223
Transformer,transformer-v2,train/loss,33400,2.6809659004211426
Transformer,transformer-v2,train/loss,33500,2.6098473072052
Transformer,transformer-v2,train/loss,33600,2.620274782180786
Transformer,transformer-v2,train/loss,33700,2.560913562774658
Transformer,transformer-v2,train/loss,33800,2.667553424835205
Transformer,transformer-v2,train/loss,33900,2.658653736114502
Transformer,transformer-v2,train/loss,34000,2.656808376312256
Transformer,transformer-v2,train/loss,34100,3.0264666080474854
Transformer,transformer-v2,train/loss,34200,2.705540657043457
Transformer,transformer-v2,train/loss,34300,2.6718573570251465
Transformer,transformer-v2,train/loss,34400,2.589102268218994
Transformer,transformer-v2,train/loss,34500,2.7660694122314453
Transformer,transformer-v2,train/loss,34600,2.514211654663086
Transformer,transformer-v2,train/loss,34700,2.7142295837402344
Transformer,transformer-v2,train/loss,34800,2.728837013244629
Transformer,transformer-v2,train/loss,34900,2.5496761798858643
Transformer,transformer-v2,train/loss,35000,2.821441173553467
Transformer,transformer-v2,train/loss,35100,2.624751567840576
Transformer,transformer-v2,train/loss,35200,2.6472835540771484
Transformer,transformer-v2,train/loss,35300,2.6444756984710693
Transformer,transformer-v2,train/loss,35400,2.744555950164795
Transformer,transformer-v2,train/loss,35500,2.5339760780334473
Transformer,transformer-v2,train/loss,35600,2.570765256881714
Transformer,transformer-v2,train/loss,35700,2.6416728496551514
Transformer,transformer-v2,train/loss,35800,2.7217655181884766
Transformer,transformer-v2,train/loss,35900,2.5490589141845703
Transformer,transformer-v2,train/loss,36000,2.605534076690674
Transformer,transformer-v2,train/loss,36100,2.556303024291992
Transformer,transformer-v2,train/loss,36200,2.5633111000061035
Transformer,transformer-v2,train/loss,36300,2.700129508972168
Transformer,transformer-v2,train/loss,36400,2.6523802280426025
Transformer,transformer-v2,train/loss,36500,2.5078749656677246
Transformer,transformer-v2,train/loss,36600,2.572628974914551
Transformer,transformer-v2,train/loss,36700,2.648963451385498
Transformer,transformer-v2,train/loss,36800,2.6269936561584473
Transformer,transformer-v2,train/loss,36900,2.456756591796875
Transformer,transformer-v2,train/loss,37000,2.5424036979675293
Transformer,transformer-v2,train/loss,37100,2.8621506690979004
Transformer,transformer-v2,train/loss,37200,2.513929843902588
Transformer,transformer-v2,train/loss,37300,2.6120569705963135
Transformer,transformer-v2,train/loss,37400,2.711599588394165
Transformer,transformer-v2,train/loss,37500,2.6877193450927734
Transformer,transformer-v2,train/loss,37600,2.520268201828003
Transformer,transformer-v2,train/loss,37700,2.6518895626068115
Transformer,transformer-v2,train/loss,37800,2.73689603805542
Transformer,transformer-v2,train/loss,37900,2.643744468688965
Transformer,transformer-v2,train/loss,38000,2.4408507347106934
Transformer,transformer-v2,train/loss,38100,2.4029407501220703
Transformer,transformer-v2,train/loss,38200,2.4924159049987793
Transformer,transformer-v2,train/loss,38300,2.4689712524414062
Transformer,transformer-v2,train/loss,38400,2.560065269470215
Transformer,transformer-v2,train/loss,38500,2.566866159439087
Transformer,transformer-v2,train/loss,38600,2.628868341445923
Transformer,transformer-v2,train/loss,38700,2.592479705810547
Transformer,transformer-v2,train/loss,38800,2.4686436653137207
Transformer,transformer-v2,train/loss,38900,2.592547655105591
Transformer,transformer-v2,train/loss,39000,2.5804965496063232
Transformer,transformer-v2,train/loss,39100,2.480417251586914
Transformer,transformer-v2,train/loss,39200,2.5702366828918457
Transformer,transformer-v2,train/loss,39300,2.5828840732574463
Transformer,transformer-v2,train/loss,39400,2.4907727241516113
Transformer,transformer-v2,train/loss,39500,2.554264545440674
Transformer,transformer-v2,train/loss,39600,2.5727195739746094
Transformer,transformer-v2,train/loss,39700,2.615105628967285
Transformer,transformer-v2,train/loss,39800,2.489485263824463
Transformer,transformer-v2,train/loss,39900,2.498175859451294
Transformer,transformer-v2,train/loss,40000,2.513105869293213
Transformer,transformer-v2,train/loss,40100,2.379757881164551
Transformer,transformer-v2,train/loss,40200,2.416674852371216
Transformer,transformer-v2,train/loss,40300,2.485515594482422
Transformer,transformer-v2,train/loss,40400,2.4753525257110596
Transformer,transformer-v2,train/loss,40500,2.4836878776550293
Transformer,transformer-v2,train/loss,40600,2.3807880878448486
Transformer,transformer-v2,train/loss,40700,2.5109925270080566
Transformer,transformer-v2,train/loss,40800,2.538876533508301
Transformer,transformer-v2,train/loss,40900,2.5367166996002197
Transformer,transformer-v2,train/loss,41000,2.488426685333252
Transformer,transformer-v2,train/loss,41100,2.506408214569092
Transformer,transformer-v2,train/loss,41200,2.622735023498535
Transformer,transformer-v2,train/loss,41300,2.507383108139038
Transformer,transformer-v2,train/loss,41400,2.4548349380493164
Transformer,transformer-v2,train/loss,41500,2.463117837905884
Transformer,transformer-v2,train/loss,41600,2.719146966934204
Transformer,transformer-v2,train/loss,41700,2.4208474159240723
Transformer,transformer-v2,train/loss,41800,2.3847293853759766
Transformer,transformer-v2,train/loss,41900,2.4403295516967773
Transformer,transformer-v2,train/loss,42000,2.534600019454956
Transformer,transformer-v2,train/loss,42100,2.4531121253967285
Transformer,transformer-v2,train/loss,42200,2.4789700508117676
Transformer,transformer-v2,train/loss,42300,2.5299627780914307
Transformer,transformer-v2,train/loss,42400,2.4673304557800293
Transformer,transformer-v2,train/loss,42500,2.630582332611084
Transformer,transformer-v2,train/loss,42600,2.5383810997009277
Transformer,transformer-v2,train/loss,42700,2.598555564880371
Transformer,transformer-v2,train/loss,42800,2.774472713470459
Transformer,transformer-v2,train/loss,42900,2.829476833343506
Transformer,transformer-v2,train/loss,43000,2.5066614151000977
Transformer,transformer-v2,train/loss,43100,2.4398293495178223
Transformer,transformer-v2,train/loss,43200,2.4942708015441895
Transformer,transformer-v2,train/loss,43300,2.302593231201172
Transformer,transformer-v2,train/loss,43400,2.512571096420288
Transformer,transformer-v2,train/loss,43500,2.4289817810058594
Transformer,transformer-v2,train/loss,43600,2.563965320587158
Transformer,transformer-v2,train/loss,43700,2.410088062286377
Transformer,transformer-v2,train/loss,43800,2.4319682121276855
Transformer,transformer-v2,train/loss,43900,2.90482234954834
Transformer,transformer-v2,train/loss,44000,2.5761055946350098
Transformer,transformer-v2,train/loss,44100,2.7701358795166016
Transformer,transformer-v2,train/loss,44200,2.390270233154297
Transformer,transformer-v2,train/loss,44300,2.4968643188476562
Transformer,transformer-v2,train/loss,44400,2.3955914974212646
Transformer,transformer-v2,train/loss,44500,2.4469289779663086
Transformer,transformer-v2,train/loss,44600,2.491255760192871
Transformer,transformer-v2,train/loss,44700,2.4017457962036133
Transformer,transformer-v2,train/loss,44800,2.590132236480713
Transformer,transformer-v2,train/loss,44900,2.449227809906006
Transformer,transformer-v2,train/loss,45000,2.5691654682159424
Transformer,transformer-v2,train/loss,45100,2.4766814708709717
Transformer,transformer-v2,train/loss,45200,2.679697036743164
Transformer,transformer-v2,train/loss,45300,2.396092414855957
Transformer,transformer-v2,train/loss,45400,2.423935890197754
Transformer,transformer-v2,train/loss,45500,2.513711452484131
Transformer,transformer-v2,train/loss,45600,2.5102105140686035
Transformer,transformer-v2,train/loss,45700,2.4637064933776855
Transformer,transformer-v2,train/loss,45800,2.4047393798828125
Transformer,transformer-v2,train/loss,45900,2.5272274017333984
Transformer,transformer-v2,train/loss,46000,2.4100592136383057
Transformer,transformer-v2,train/loss,46100,2.4988017082214355
Transformer,transformer-v2,train/loss,46200,2.357966899871826
Transformer,transformer-v2,train/loss,46300,2.4054927825927734
Transformer,transformer-v2,train/loss,46400,2.4560422897338867
Transformer,transformer-v2,train/loss,46500,2.4995014667510986
Transformer,transformer-v2,train/loss,46600,2.540707588195801
Transformer,transformer-v2,train/loss,46700,2.3201589584350586
Transformer,transformer-v2,train/loss,46800,2.449951171875
Transformer,transformer-v2,train/loss,46900,2.485218048095703
Transformer,transformer-v2,train/loss,47000,2.467980146408081
Transformer,transformer-v2,train/loss,47100,2.4300880432128906
Transformer,transformer-v2,train/loss,47200,2.8630168437957764
Transformer,transformer-v2,train/loss,47300,2.390864849090576
Transformer,transformer-v2,train/loss,47400,2.6726183891296387
Transformer,transformer-v2,train/loss,47500,2.4570205211639404
Transformer,transformer-v2,train/loss,47600,2.5409746170043945
Transformer,transformer-v2,train/loss,47700,2.5207314491271973
Transformer,transformer-v2,train/loss,47800,2.539405345916748
Transformer,transformer-v2,train/loss,47900,2.385110378265381
Transformer,transformer-v2,train/loss,48000,2.5494890213012695
Transformer,transformer-v2,train/loss,48100,2.8431735038757324
Transformer,transformer-v2,train/loss,48200,2.4210190773010254
Transformer,transformer-v2,train/loss,48300,2.341723918914795
Transformer,transformer-v2,train/loss,48400,2.5396580696105957
Transformer,transformer-v2,train/loss,48500,2.6309189796447754
Transformer,transformer-v2,train/loss,48600,2.545072555541992
Transformer,transformer-v2,train/loss,48700,2.512519359588623
Transformer,transformer-v2,train/loss,48800,2.484151840209961
Transformer,transformer-v2,train/loss,48900,2.505836009979248
Transformer,transformer-v2,train/loss,49000,2.383620262145996
Transformer,transformer-v2,train/loss,49100,2.4140625
Transformer,transformer-v2,train/loss,49200,2.426387310028076
Transformer,transformer-v2,train/loss,49300,2.5385375022888184
Transformer,transformer-v2,train/loss,49400,2.425568103790283
Transformer,transformer-v2,train/loss,49500,2.5105226039886475
Transformer,transformer-v2,train/loss,49600,2.4881529808044434
Transformer,transformer-v2,train/loss,49700,2.460190773010254
Transformer,transformer-v2,train/loss,49800,2.4944000244140625
Transformer,transformer-v2,train/loss,49900,2.4792490005493164
Transformer,transformer-v2,train/loss,50000,2.4434421062469482
Transformer,transformer-v2,train/loss,50100,2.435612678527832
Transformer,transformer-v2,train/loss,50200,2.4649999141693115
Transformer,transformer-v2,train/loss,50300,2.3988466262817383
Transformer,transformer-v2,train/loss,50400,2.4633073806762695
Transformer,transformer-v2,train/loss,50500,2.5592055320739746
Transformer,transformer-v2,train/loss,50600,2.601994037628174
Transformer,transformer-v2,train/loss,50700,2.496532440185547
Transformer,transformer-v2,train/loss,50800,2.456367015838623
Transformer,transformer-v2,train/loss,50900,2.491364002227783
Transformer,transformer-v2,train/loss,51000,2.519960403442383
Transformer,transformer-v2,train/loss,51100,2.587632656097412
Transformer,transformer-v2,train/loss,51200,2.430062770843506
Transformer,transformer-v2,train/loss,51300,2.4794559478759766
Transformer,transformer-v2,train/loss,51400,2.5039663314819336
Transformer,transformer-v2,train/loss,51500,2.439561605453491
Transformer,transformer-v2,train/loss,51600,2.5327417850494385
Transformer,transformer-v2,train/loss,51700,2.4111905097961426
Transformer,transformer-v2,train/loss,51800,2.50132155418396
Transformer,transformer-v2,train/loss,51900,2.3501782417297363
Transformer,transformer-v2,train/loss,52000,2.799598217010498
Transformer,transformer-v2,train/loss,52100,2.3935420513153076
Transformer,transformer-v2,train/loss,52200,2.484145164489746
Transformer,transformer-v2,train/loss,52300,2.5287017822265625
Transformer,transformer-v2,train/loss,52400,2.5219287872314453
Transformer,transformer-v2,train/loss,52500,2.516144275665283
Transformer,transformer-v2,train/loss,52600,2.519355297088623
Transformer,transformer-v2,train/loss,52700,2.3664212226867676
Transformer,transformer-v2,train/loss,52800,2.4906437397003174
Transformer,transformer-v2,train/loss,52900,2.4420533180236816
Transformer,transformer-v2,train/loss,53000,2.4118847846984863
Transformer,transformer-v2,train/loss,53100,2.448899030685425
Transformer,transformer-v2,train/loss,53200,2.3908581733703613
Transformer,transformer-v2,train/loss,53300,2.5108494758605957
Transformer,transformer-v2,train/loss,53400,2.4990079402923584
Transformer,transformer-v2,train/loss,53500,2.439554452896118
Transformer,transformer-v2,train/loss,53600,2.5268287658691406
Transformer,transformer-v2,train/loss,53700,2.416226625442505
Transformer,transformer-v2,train/loss,53800,2.4242589473724365
Transformer,transformer-v2,train/loss,53900,2.4747490882873535
Transformer,transformer-v2,train/loss,54000,2.3666601181030273
Transformer,transformer-v2,train/loss,54100,2.5106217861175537
Transformer,transformer-v2,train/loss,54200,2.4613795280456543
Transformer,transformer-v2,train/loss,54300,2.403690814971924
Transformer,transformer-v2,train/loss,54400,2.351147174835205
Transformer,transformer-v2,train/loss,54500,2.3862900733947754
Transformer,transformer-v2,train/loss,54600,2.357100486755371
Transformer,transformer-v2,train/loss,54700,2.3510284423828125
Transformer,transformer-v2,train/loss,54800,2.584392547607422
Transformer,transformer-v2,train/loss,54900,2.4088451862335205
Transformer,transformer-v2,train/loss,55000,2.552133798599243
Transformer,transformer-v2,train/loss,55100,2.4534974098205566
Transformer,transformer-v2,train/loss,55200,2.4287638664245605
Transformer,transformer-v2,train/loss,55300,2.3735804557800293
Transformer,transformer-v2,train/loss,55400,2.472330093383789
Transformer,transformer-v2,train/loss,55500,2.475282669067383
Transformer,transformer-v2,train/loss,55600,2.5155069828033447
Transformer,transformer-v2,train/loss,55700,2.507251262664795
Transformer,transformer-v2,train/loss,55800,2.490551471710205
Transformer,transformer-v2,train/loss,55900,2.425899028778076
Transformer,transformer-v2,train/loss,56000,2.517543315887451
Transformer,transformer-v2,train/loss,56100,2.503316879272461
Transformer,transformer-v2,train/loss,56200,2.6163413524627686
Transformer,transformer-v2,train/loss,56300,2.3689379692077637
Transformer,transformer-v2,train/loss,56400,2.4863123893737793
Transformer,transformer-v2,train/loss,56500,2.4643802642822266
Transformer,transformer-v2,train/loss,56600,2.2892303466796875
Transformer,transformer-v2,train/loss,56700,2.435939311981201
Transformer,transformer-v2,train/loss,56800,2.435455799102783
Transformer,transformer-v2,train/loss,56900,2.522866725921631
Transformer,transformer-v2,train/loss,57000,2.467001438140869
Transformer,transformer-v2,train/loss,57100,2.485065460205078
Transformer,transformer-v2,train/loss,57200,2.4261770248413086
Transformer,transformer-v2,train/loss,57300,2.4061315059661865
Transformer,transformer-v2,train/loss,57400,2.4184536933898926
Transformer,transformer-v2,train/loss,57500,2.515749931335449
Transformer,transformer-v2,train/loss,57600,2.390192985534668
Transformer,transformer-v2,train/loss,57700,2.434791326522827
Transformer,transformer-v2,train/loss,57800,2.409559488296509
Transformer,transformer-v2,train/loss,57900,2.5647056102752686
Transformer,transformer-v2,train/loss,58000,2.3576784133911133
Transformer,transformer-v2,train/loss,58100,2.535691976547241
Transformer,transformer-v2,train/loss,58200,2.4225869178771973
Transformer,transformer-v2,train/loss,58300,2.3130240440368652
Transformer,transformer-v2,train/loss,58400,2.7369017601013184
Transformer,transformer-v2,train/loss,58500,2.3419840335845947
Transformer,transformer-v2,train/loss,58600,2.2411913871765137
Transformer,transformer-v2,train/loss,58700,2.338087558746338
Transformer,transformer-v2,train/loss,58800,2.38015079498291
Transformer,transformer-v2,train/loss,58900,2.3803677558898926
Transformer,transformer-v2,train/loss,59000,2.3405649662017822
Transformer,transformer-v2,train/loss,59100,2.2193400859832764
Transformer,transformer-v2,train/loss,59200,2.3099937438964844
Transformer,transformer-v2,train/loss,59300,2.2933621406555176
Transformer,transformer-v2,train/loss,59400,2.293968439102173
Transformer,transformer-v2,train/loss,59500,2.3613319396972656
Transformer,transformer-v2,train/loss,59600,2.3692846298217773
Transformer,transformer-v2,train/loss,59700,2.3069863319396973
Transformer,transformer-v2,train/loss,59800,2.3387451171875
Transformer,transformer-v2,train/loss,59900,2.380270004272461
Transformer,transformer-v2,train/loss,60000,2.6018333435058594
Transformer,transformer-v2,train/loss,60100,2.275043487548828
Transformer,transformer-v2,train/loss,60200,2.304368495941162
Transformer,transformer-v2,train/loss,60300,2.6569223403930664
Transformer,transformer-v2,train/loss,60400,2.362318992614746
Transformer,transformer-v2,train/loss,60500,2.678908348083496
Transformer,transformer-v2,train/loss,60600,2.3453125953674316
Transformer,transformer-v2,train/loss,60700,2.3101577758789062
Transformer,transformer-v2,train/loss,60800,2.3238070011138916
Transformer,transformer-v2,train/loss,60900,2.439168691635132
Transformer,transformer-v2,train/loss,61000,2.4117016792297363
Transformer,transformer-v2,train/loss,61100,2.342501640319824
Transformer,transformer-v2,train/loss,61200,2.3415932655334473
Transformer,transformer-v2,train/loss,61300,2.362074375152588
Transformer,transformer-v2,train/loss,61400,2.263624668121338
Transformer,transformer-v2,train/loss,61500,2.3287534713745117
Transformer,transformer-v2,train/loss,61600,2.2995243072509766
Transformer,transformer-v2,train/loss,61700,2.1857595443725586
Transformer,transformer-v2,train/loss,61800,2.2992498874664307
Transformer,transformer-v2,train/loss,61900,2.244544506072998
Transformer,transformer-v2,train/loss,62000,2.298862934112549
Transformer,transformer-v2,train/loss,62100,2.33890438079834
Transformer,transformer-v2,train/loss,62200,2.3488059043884277
Transformer,transformer-v2,train/loss,62300,2.299924373626709
Transformer,transformer-v2,train/loss,62400,2.3130295276641846
Transformer,transformer-v2,train/loss,62500,2.30591082572937
Transformer,transformer-v2,train/loss,62600,2.3616602420806885
Transformer,transformer-v2,train/loss,62700,2.335559368133545
Transformer,transformer-v2,train/loss,62800,2.44539737701416
Transformer,transformer-v2,train/loss,62900,2.3998188972473145
Transformer,transformer-v2,train/loss,63000,2.3387012481689453
Transformer,transformer-v2,train/loss,63100,2.350154399871826
Transformer,transformer-v2,train/loss,63200,2.3005623817443848
Transformer,transformer-v2,train/loss,63300,2.283015012741089
Transformer,transformer-v2,train/loss,63400,2.288527011871338
Transformer,transformer-v2,train/loss,63500,2.254761219024658
Transformer,transformer-v2,train/loss,63600,2.3598368167877197
Transformer,transformer-v2,train/loss,63700,2.3320093154907227
Transformer,transformer-v2,train/loss,63800,2.3523247241973877
Transformer,transformer-v2,train/loss,63900,2.4415369033813477
Transformer,transformer-v2,train/loss,64000,2.32846736907959
Transformer,transformer-v2,train/loss,64100,2.321242094039917
Transformer,transformer-v2,train/loss,64200,2.3030145168304443
Transformer,transformer-v2,train/loss,64300,2.3792777061462402
Transformer,transformer-v2,train/loss,64400,2.3277487754821777
Transformer,transformer-v2,train/loss,64500,2.268876075744629
